train_acc,train_loss,val_acc,val_loss
0.028252631578947373,4.4416785,0.0352,4.254842
0.04442105263157895,4.1851783,0.056799999999999996,4.0997615
0.05397894736842106,4.0892963,0.0476,4.1323857
0.06338947368421054,4.00595,0.07680000000000001,3.902975
0.07713684210526316,3.9412243,0.0676,4.0661874
0.08698947368421055,3.8755994,0.0984,3.8185472
0.09858947368421055,3.811408,0.114,3.6971588
0.10802105263157895,3.754652,0.08560000000000001,3.8820815
0.11652631578947369,3.7051947,0.1292,3.6228635
0.12581052631578946,3.6458137,0.1356,3.615788
0.13362105263157897,3.6033938,0.1364,3.6138859
0.14677894736842104,3.5389535,0.16040000000000001,3.417431
0.15509473684210526,3.488634,0.16440000000000002,3.4618456
0.16541052631578945,3.4349751,0.17520000000000002,3.3937185
0.17810526315789474,3.3725386,0.1928,3.2699106
0.18654736842105266,3.3243477,0.1728,3.385934
0.19090526315789474,3.2830477,0.21400000000000002,3.1745539
0.20362105263157895,3.2149003,0.2268,3.1374502
0.20926315789473685,3.1795218,0.188,3.326271
0.21909473684210526,3.1269617,0.24840000000000004,3.0146487
0.22852631578947372,3.0834248,0.2364,3.1085405
0.23282105263157896,3.051841,0.2368,3.0796332
0.24423157894736844,2.9954753,0.2716,2.8988798
0.24928421052631577,2.9564998,0.22640000000000002,3.0792952
0.2560631578947369,2.9215636,0.276,2.8426175
0.2677684210526316,2.8738015,0.2748,2.8638778
0.2714736842105263,2.852597,0.22760000000000002,3.0752227
0.2792210526315789,2.8042905,0.2852,2.7592356
0.2880421052631579,2.7675924,0.2904,2.7749412
0.2889263157894737,2.7613246,0.266,2.920517
0.2983368421052632,2.7093933,0.3052,2.635149
0.3041052631578947,2.687533,0.28840000000000005,2.7313375
0.31033684210526313,2.660111,0.322,2.6099496
0.31621052631578944,2.6268396,0.3136,2.6103647
0.3201052631578948,2.608891,0.2816,2.7851684
0.32414736842105263,2.5837107,0.3344,2.5501163
0.33252631578947367,2.5546114,0.2876,2.783126
0.3373263157894737,2.540526,0.32280000000000003,2.5875971
0.3408842105263158,2.5064275,0.344,2.4778569
0.3472421052631579,2.4846134,0.3144,2.661988
0.34962105263157894,2.4676924,0.33760000000000007,2.4910746
0.35869473684210523,2.4340782,0.3372,2.4678924
0.3562947368421053,2.4333086,0.3256,2.599414
0.3615368421052632,2.403798,0.3739999999999999,2.3553314
0.36968421052631584,2.3746989,0.30200000000000005,2.6774173
0.3716210526315789,2.3749096,0.33440000000000003,2.580186
0.3777894736842105,2.332849,0.37160000000000004,2.3281624
0.3790105263157895,2.3250277,0.3464,2.5097687
0.37938947368421055,2.3120887,0.37439999999999996,2.3500063
0.39075789473684214,2.278645,0.3812,2.3058157
0.3903157894736842,2.2798483,0.30920000000000003,2.7389996
0.39515789473684215,2.2567084,0.38959999999999995,2.2834177
0.401621052631579,2.238655,0.3636,2.3704567
0.3989684210526316,2.241766,0.3496,2.455201
0.4066947368421053,2.20032,0.38799999999999996,2.276168
0.4059578947368421,2.2009237,0.36119999999999997,2.429452
0.41023157894736845,2.1852865,0.3868,2.263646
0.41570526315789474,2.1541843,0.398,2.248136
0.41600000000000004,2.1574745,0.3712,2.3888948
0.420821052631579,2.1360133,0.4044,2.1846714
0.42606315789473687,2.114939,0.3832,2.3141837
0.42690526315789473,2.1172607,0.3948,2.2958367
0.43023157894736846,2.0972269,0.41720000000000007,2.1558106
0.4325052631578947,2.08943,0.36,2.4237094
0.43389473684210533,2.0738912,0.4104,2.1910896
0.4413894736842105,2.04643,0.406,2.1940784
0.4380631578947368,2.0516555,0.3824,2.3525476
0.4434315789473684,2.0324385,0.4208,2.1262348
0.4477052631578947,2.0210664,0.39599999999999996,2.2861352
0.44926315789473686,2.0195827,0.4028,2.2241561
0.45187368421052637,1.999925,0.43440000000000006,2.091179
0.4534736842105263,1.9941571,0.38120000000000004,2.2812605
0.4558526315789473,1.9903054,0.41240000000000004,2.1213365
0.4627578947368421,1.9611914,0.4116,2.1292374
0.4612,1.9585191,0.3827999999999999,2.3473349
0.4629052631578947,1.9530989,0.44,2.0773427
0.46833684210526316,1.9347258,0.3984,2.245914
0.46663157894736845,1.943555,0.3912,2.3075633
0.47311578947368427,1.9091399,0.43520000000000003,2.0463827
0.4724842105263158,1.9138552,0.4016,2.26163
0.47271578947368426,1.9097328,0.4388,2.0480723
0.4808421052631579,1.8787018,0.43200000000000005,2.0423596
0.4762526315789474,1.8938088,0.39799999999999996,2.2217653
0.4846315789473684,1.8672973,0.45519999999999994,2.0099893
0.48585263157894737,1.8517866,0.4236000000000001,2.0960479
0.4847157894736842,1.8628459,0.4164,2.1969433
0.4878105263157894,1.8432224,0.44920000000000004,2.0095892
0.492421052631579,1.8352953,0.408,2.244644
0.4921684210526316,1.8268816,0.44,2.067254
0.4972842105263158,1.8091986,0.446,2.0172591
0.496378947368421,1.8205554,0.376,2.466105
0.49644210526315796,1.8052008,0.4536,1.9963288
0.5029263157894737,1.7862562,0.4168,2.1980126
0.4986105263157895,1.7974503,0.4364,2.0918815
0.5066526315789475,1.7708884,0.45160000000000006,1.9848852
0.5095157894736843,1.7620263,0.4152,2.1824648
0.5014736842105263,1.7768532,0.4536,1.9994751
0.5106105263157895,1.744027,0.4524,1.9866163
0.5078315789473685,1.7514851,0.4324000000000001,2.22219
0.5149052631578948,1.7389112,0.4636,1.9536338
