train_acc,train_loss,val_acc,val_loss
0.022357894736842108,4.459399,0.032400000000000005,4.631922
0.051221052631578945,4.1940746,0.068,4.039291
0.07263157894736844,4.018247,0.09200000000000001,3.899086
