train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.6072426
0.009326315789473684,4.6068563,0.0092,4.606588
0.009747368421052631,4.6062207,0.0084,4.606326
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009873684210526314,4.605887,0.0076,4.6068482
0.009136842105263157,4.605854,0.008,4.6074386
0.009494736842105262,4.605796,0.007200000000000001,4.6064863
0.009600000000000001,4.6057415,0.0072,4.6065044
0.00936842105263158,4.6058245,0.0076,4.606772
0.009073684210526317,4.6057224,0.007600000000000001,4.606493
0.009094736842105263,4.605708,0.007200000000000001,4.6067533
0.009936842105263157,4.6056848,0.007200000000000001,4.606875
0.01031578947368421,4.6056914,0.0072,4.606735
0.009621052631578949,4.605781,0.0072,4.607027
0.01031578947368421,4.6056013,0.0064,4.6071334
0.010189473684210526,4.605698,0.0064,4.6069345
0.01,4.6056414,0.006400000000000001,4.606856
0.009431578947368423,4.605585,0.0064,4.607068
0.009473684210526316,4.605721,0.008,4.607029
0.010210526315789474,4.605654,0.0072,4.607224
0.009136842105263157,4.6057267,0.0076,4.6069546
0.009494736842105262,4.60571,0.0096,4.6069264
0.00983157894736842,4.6055293,0.0084,4.606821
0.009242105263157894,4.6056376,0.0076,4.6071105
0.009073684210526317,4.605624,0.008400000000000001,4.606733
0.009410526315789473,4.6055913,0.0068,4.6069527
0.008715789473684211,4.6056876,0.009200000000000002,4.6064043
0.009326315789473684,4.6055655,0.0092,4.606717
0.009642105263157895,4.605618,0.0072,4.60686
0.00905263157894737,4.605708,0.0072,4.606752
0.00936842105263158,4.6055923,0.012,4.6070504
0.010189473684210526,4.605642,0.012000000000000002,4.606681
0.009705263157894736,4.6055665,0.0072,4.6067176
0.009684210526315788,4.6055717,0.007200000000000001,4.6067834
0.010147368421052632,4.6055965,0.0072,4.607191
0.009494736842105262,4.6055307,0.007200000000000001,4.607208
0.009600000000000001,4.605554,0.0072,4.607307
0.009684210526315788,4.60557,0.0072,4.6073146
0.009621052631578949,4.6055484,0.0072,4.6072702
0.010063157894736843,4.605592,0.0072,4.6072383
0.009326315789473684,4.605585,0.0072,4.6072183
0.009600000000000001,4.6055694,0.008,4.6071186
0.008863157894736842,4.605579,0.008,4.6071544
0.009789473684210527,4.6055007,0.0076,4.6073565
0.009389473684210526,4.605552,0.008,4.607168
0.009894736842105262,4.605514,0.006400000000000001,4.606942
0.009894736842105265,4.6056004,0.008,4.6072087
0.00934736842105263,4.605593,0.0064,4.606844
0.009578947368421055,4.605492,0.0064,4.6070533
0.009410526315789475,4.6055017,0.008,4.6068735
0.009326315789473684,4.6054974,0.008400000000000001,4.6067505
0.009936842105263157,4.605459,0.008,4.6070824
0.009452631578947369,4.605491,0.0064,4.60671
0.009494736842105262,4.6055193,0.01,4.6066084
0.00856842105263158,4.6054554,0.009600000000000001,4.6065974
0.008947368421052631,4.6055436,0.008,4.606371
0.009978947368421053,4.605515,0.0064,4.6069145
0.009578947368421055,4.605436,0.0096,4.607171
0.009894736842105263,4.60552,0.0076,4.607417
0.010126315789473685,4.605457,0.0076,4.6074667
0.00943157894736842,4.605473,0.0088,4.6072364
0.010042105263157896,4.605499,0.007200000000000001,4.607086
0.00976842105263158,4.6054735,0.0072,4.607116
0.00974736842105263,4.605508,0.007200000000000001,4.6069965
0.009957894736842107,4.6054955,0.008,4.6073847
0.009663157894736842,4.6054883,0.0072,4.606928
0.009410526315789473,4.605501,0.0076,4.607091
0.0092,4.6054606,0.0084,4.607024
0.009221052631578948,4.605506,0.008400000000000001,4.606961
0.009494736842105262,4.6054883,0.006400000000000001,4.607
0.009705263157894738,4.6054277,0.0084,4.6071334
0.009073684210526317,4.6054864,0.0072,4.60702
0.009747368421052631,4.605445,0.0076,4.6071253
0.009957894736842107,4.6054273,0.0076,4.6071496
0.009768421052631579,4.605465,0.0088,4.6071906
0.00905263157894737,4.605427,0.0076,4.607233
0.010042105263157894,4.605524,0.0072,4.6072726
0.009326315789473684,4.605471,0.008400000000000001,4.607136
0.009894736842105265,4.6054296,0.008,4.6069417
0.009263157894736843,4.605465,0.008,4.60703
0.00983157894736842,4.6054435,0.008,4.6071568
0.010063157894736843,4.6054225,0.007200000000000001,4.6070676
0.009347368421052632,4.6054745,0.0072,4.606823
0.009578947368421055,4.6054006,0.0072,4.606701
0.009789473684210527,4.6054583,0.0104,4.606924
0.00951578947368421,4.605459,0.0104,4.606862
0.009347368421052632,4.605401,0.0076,4.6070924
0.009094736842105263,4.6054807,0.0076,4.606973
0.009452631578947369,4.6054263,0.0092,4.6070414
0.009642105263157895,4.6054378,0.0068000000000000005,4.6070933
0.0096,4.60545,0.008400000000000001,4.606965
0.009978947368421053,4.6054225,0.009600000000000001,4.606984
0.010126315789473685,4.6054535,0.007200000000000001,4.60695
0.010105263157894739,4.6054387,0.0072,4.606678
0.009873684210526316,4.605406,0.0064,4.606552
0.010189473684210526,4.605489,0.006400000000000001,4.6067348
0.009389473684210527,4.6054444,0.006400000000000001,4.6069427
0.009642105263157895,4.605453,0.008,4.606922
0.009621052631578949,4.6054697,0.0076,4.6069007
0.010105263157894739,4.6055007,0.007599999999999999,4.607314
